context_path,absolute_path,n_rows,n_cols,table_missing_ratio,n_numeric_cols_est,n_cols_mostly_empty,avg_col_cardinality,median_col_cardinality,avg_cell_length,has_duplicate_column_names,duplicate_column_names
csv/203-csv/280.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\280.csv,17,8,0.0,1,0,14.875,17.0,8.846,False,
csv/203-csv/129.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\129.csv,10,5,0.0,1,0,9.0,10.0,10.48,False,
csv/204-csv/313.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\313.csv,9,5,0.0,0,0,7.2,9.0,55.111,False,
csv/203-csv/607.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\607.csv,37,5,0.0,1,0,20.0,12.0,10.503,False,
csv/204-csv/660.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\660.csv,58,8,0.0,0,0,53.5,57.5,5.492,False,
csv/203-csv/191.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\191.csv,8,5,0.0,1,0,5.6,6.0,15.55,False,
csv/203-csv/670.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\670.csv,15,6,0.022222,1,0,10.333,10.0,8.915,False,
csv/204-csv/740.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\740.csv,20,8,0.0,4,1,14.75,15.5,5.634,False,
csv/204-csv/596.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\596.csv,62,5,0.0,1,1,33.0,31.0,13.585,False,
csv/204-csv/912.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\912.csv,29,5,0.006897,2,1,18.4,21.0,6.152,False,
csv/203-csv/621.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\621.csv,16,13,0.0,12,0,14.769,15.0,4.065,False,
csv/201-csv/42.csv,WikiTableQuestions\WikiTableQuestions\csv\201-csv\42.csv,7,4,0.0,1,0,6.5,6.5,26.572,False,
csv/203-csv/680.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\680.csv,19,7,0.0,2,0,14.429,15.0,7.038,False,
csv/204-csv/159.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\159.csv,24,9,0.0,6,0,9.667,8.0,3.153,False,
csv/204-csv/735.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\735.csv,17,5,0.0,1,1,13.4,17.0,16.024,False,
csv/203-csv/498.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\498.csv,31,1,0.0,0,0,29.0,29.0,90.194,False,
csv/204-csv/554.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\554.csv,17,6,0.0,2,1,13.333,17.0,6.569,False,
csv/202-csv/262.csv,WikiTableQuestions\WikiTableQuestions\csv\202-csv\262.csv,17,6,0.0,2,0,12.167,16.0,12.21,False,
csv/204-csv/221.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\221.csv,8,5,0.0,0,0,5.6,7.0,12.75,False,
csv/203-csv/798.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\798.csv,7,6,0.0,4,0,5.0,5.0,5.96,False,
csv/204-csv/293.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\293.csv,39,5,0.0,2,0,24.2,32.0,6.328,False,
csv/204-csv/675.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\675.csv,23,12,0.09058,1,0,20.917,23.0,15.79,False,
csv/204-csv/136.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\136.csv,13,8,0.0,3,0,9.625,9.5,7.817,False,
csv/203-csv/721.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\721.csv,28,6,0.0,1,0,19.167,25.0,12.595,False,
csv/203-csv/549.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\549.csv,13,5,0.0,0,0,11.0,11.0,14.923,False,
csv/204-csv/504.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\504.csv,19,5,0.0,1,0,8.2,7.0,19.968,False,
csv/204-csv/898.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\898.csv,14,4,0.0,0,0,12.5,13.5,11.425,False,
csv/204-csv/510.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\510.csv,8,5,0.0,0,0,7.4,7.0,6.175,False,
csv/204-csv/101.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\101.csv,14,1,0.0,0,0,14.0,14.0,97.5,False,
csv/204-csv/374.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\374.csv,9,6,0.0,4,0,7.833,8.0,5.241,False,
csv/203-csv/346.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\346.csv,11,5,0.0,0,1,7.4,10.0,16.021,False,
csv/203-csv/279.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\279.csv,23,1,0.0,0,0,23.0,23.0,115.435,False,
csv/203-csv/290.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\290.csv,16,8,0.0,1,1,12.625,16.0,8.156,False,
csv/204-csv/164.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\164.csv,7,5,0.0,0,0,6.0,7.0,9.343,False,
csv/200-csv/7.csv,WikiTableQuestions\WikiTableQuestions\csv\200-csv\7.csv,10,5,0.0,0,0,10.0,10.0,21.96,False,
csv/204-csv/933.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\933.csv,23,7,0.0,1,0,12.143,10.0,10.0,False,
csv/203-csv/123.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\123.csv,14,1,0.0,0,0,14.0,14.0,81.786,False,
csv/204-csv/251.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\251.csv,7,5,0.0,1,0,6.6,7.0,15.4,False,
csv/204-csv/110.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\110.csv,44,5,0.0,1,0,25.4,30.0,10.45,False,
csv/204-csv/217.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\217.csv,35,16,0.0,0,2,24.562,27.5,5.974,False,
csv/203-csv/98.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\98.csv,60,6,0.0,1,1,37.167,41.0,19.905,False,
csv/204-csv/496.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\496.csv,18,8,0.0,5,0,14.625,18.0,5.68,False,
csv/204-csv/438.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\438.csv,10,1,0.0,0,0,10.0,10.0,65.0,False,
csv/204-csv/582.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\582.csv,19,17,0.009288,11,0,8.412,9.0,4.929,False,
csv/204-csv/399.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\399.csv,57,6,0.0,2,0,25.167,26.5,8.015,False,
csv/203-csv/450.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\450.csv,12,7,0.0,0,0,10.143,11.0,13.381,False,
csv/203-csv/715.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\715.csv,12,5,0.0,1,0,9.4,10.0,9.85,False,
csv/204-csv/489.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\489.csv,14,6,0.0,3,0,11.667,13.0,20.752,False,
csv/204-csv/994.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\994.csv,13,8,0.0,0,0,10.625,11.0,12.327,False,
csv/204-csv/397.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\397.csv,21,8,0.0,1,0,20.5,20.5,15.792,False,
csv/203-csv/649.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\649.csv,43,6,0.0,1,1,32.667,43.0,29.286,False,
csv/204-csv/513.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\513.csv,11,7,0.0,0,1,8.286,11.0,11.26,False,
csv/204-csv/9.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\9.csv,9,5,0.0,1,0,9.0,9.0,9.489,False,
csv/204-csv/73.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\73.csv,28,5,0.0,0,0,20.0,28.0,5.986,False,
csv/203-csv/202.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\202.csv,7,7,0.163265,0,3,5.143,7.0,36.082,False,
csv/202-csv/24.csv,WikiTableQuestions\WikiTableQuestions\csv\202-csv\24.csv,20,1,0.0,0,0,20.0,20.0,44.65,False,
csv/203-csv/363.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\363.csv,208,8,0.0,0,1,144.25,198.0,15.664,False,
csv/203-csv/131.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\131.csv,10,5,0.0,2,0,8.4,10.0,8.12,False,
csv/204-csv/883.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\883.csv,15,7,0.0,0,0,10.0,11.0,9.829,False,
csv/203-csv/412.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\412.csv,8,7,0.0,0,1,7.0,8.0,9.506,False,
csv/204-csv/72.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\72.csv,18,6,0.0,3,0,17.5,18.0,6.766,False,
csv/203-csv/7.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\7.csv,100,1,0.0,0,0,100.0,100.0,61.01,False,
csv/204-csv/465.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\465.csv,31,8,0.0,1,1,27.0,31.0,11.574,False,
csv/203-csv/672.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\672.csv,16,6,0.0,1,0,15.0,16.0,11.073,False,
csv/204-csv/474.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\474.csv,7,6,0.0,0,0,5.333,5.5,12.643,False,
csv/203-csv/303.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\303.csv,17,6,0.0,5,0,14.167,15.0,2.932,False,
csv/204-csv/960.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\960.csv,100,8,0.0,2,0,89.125,99.0,21.926,False,
csv/203-csv/74.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\74.csv,10,7,0.0,2,0,9.429,10.0,9.014,False,
csv/203-csv/387.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\387.csv,18,6,0.074074,2,0,13.833,15.0,10.107,False,
csv/203-csv/148.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\148.csv,9,5,0.0,0,0,7.0,8.0,7.733,False,
csv/203-csv/826.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\826.csv,7,7,0.0,0,0,4.143,2.0,7.571,False,
csv/204-csv/886.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\886.csv,22,5,0.036364,1,1,15.4,18.0,6.3,False,
csv/204-csv/579.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\579.csv,13,6,0.0,1,0,12.833,13.0,6.077,False,
csv/204-csv/215.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\215.csv,28,5,0.0,0,1,21.2,26.0,31.448,False,
csv/201-csv/48.csv,WikiTableQuestions\WikiTableQuestions\csv\201-csv\48.csv,6,13,0.487179,1,7,2.692,2.0,3.615,False,
csv/202-csv/26.csv,WikiTableQuestions\WikiTableQuestions\csv\202-csv\26.csv,19,12,0.122807,9,2,7.0,6.0,2.811,False,
csv/202-csv/287.csv,WikiTableQuestions\WikiTableQuestions\csv\202-csv\287.csv,12,4,0.0,0,0,11.75,12.0,11.771,False,
csv/204-csv/753.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\753.csv,56,6,0.092262,0,1,30.0,23.5,12.445,False,
csv/203-csv/176.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\176.csv,139,7,0.0,2,0,71.286,48.0,9.504,False,
csv/204-csv/651.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\651.csv,15,9,0.0,1,0,9.222,8.0,11.467,False,
csv/203-csv/156.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\156.csv,11,7,0.0,0,0,9.143,10.0,13.234,False,
csv/204-csv/681.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\681.csv,22,12,0.05303,11,0,20.833,20.5,3.895,False,
csv/203-csv/755.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\755.csv,11,6,0.090909,2,1,9.0,11.0,10.07,False,
csv/203-csv/206.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\206.csv,7,6,0.0,5,0,4.5,4.0,3.762,False,
csv/204-csv/833.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\833.csv,8,9,0.0,1,0,7.778,8.0,12.306,False,
csv/204-csv/872.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\872.csv,50,5,0.0,2,0,32.4,35.0,12.0,False,
csv/203-csv/877.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\877.csv,13,5,0.353846,3,1,7.4,7.0,6.481,False,
csv/204-csv/17.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\17.csv,10,5,0.0,0,0,5.4,6.0,16.42,False,
csv/204-csv/383.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\383.csv,13,6,0.0,5,0,9.0,8.5,2.385,False,
csv/203-csv/481.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\481.csv,16,5,0.0,1,0,11.8,16.0,8.012,False,
csv/203-csv/451.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\451.csv,32,5,0.0,1,1,16.6,9.0,12.832,False,
csv/202-csv/28.csv,WikiTableQuestions\WikiTableQuestions\csv\202-csv\28.csv,15,4,0.0,3,0,13.25,13.5,3.433,False,
csv/204-csv/286.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\286.csv,24,6,0.0,1,0,22.167,23.0,9.271,False,
csv/203-csv/797.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\797.csv,26,6,0.0,1,2,12.333,11.5,12.38,False,
csv/204-csv/845.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\845.csv,10,8,0.0,1,0,7.625,10.0,13.288,False,
csv/204-csv/362.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\362.csv,8,6,0.0,1,0,5.333,5.5,10.604,False,
csv/203-csv/212.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\212.csv,12,5,0.0,3,0,11.4,11.0,4.903,False,
csv/203-csv/151.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\151.csv,10,6,0.0,1,0,9.167,10.0,13.95,False,
csv/203-csv/686.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\686.csv,45,5,0.324444,0,2,20.4,9.0,9.176,False,
csv/202-csv/239.csv,WikiTableQuestions\WikiTableQuestions\csv\202-csv\239.csv,7,8,0.0,7,0,5.75,6.5,4.339,False,
csv/203-csv/761.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\761.csv,17,8,0.0,5,0,13.875,17.0,5.257,False,
csv/204-csv/722.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\722.csv,11,10,0.0,7,0,6.6,6.0,4.895,False,
csv/204-csv/152.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\152.csv,27,5,0.0,0,1,16.0,11.0,33.108,False,
csv/203-csv/864.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\864.csv,10,6,0.0,2,0,6.833,6.5,8.05,False,
csv/203-csv/455.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\455.csv,15,5,0.0,2,0,12.0,15.0,9.813,False,
csv/204-csv/638.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\638.csv,35,6,0.0,1,0,12.833,9.0,7.714,False,
csv/203-csv/196.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\196.csv,11,8,0.0,3,3,5.75,5.0,5.695,False,
csv/204-csv/539.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\539.csv,128,5,0.0,0,0,64.6,61.0,9.969,False,
csv/204-csv/570.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\570.csv,117,10,0.0,2,0,87.8,108.0,11.705,False,
csv/204-csv/370.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\370.csv,7,5,0.0,1,0,6.0,7.0,14.171,False,
csv/204-csv/562.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\562.csv,8,6,0.0,1,0,7.0,8.0,11.875,False,
csv/203-csv/241.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\241.csv,91,7,0.136578,2,2,42.571,31.0,17.44,False,
csv/204-csv/672.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\672.csv,7,5,0.171429,2,1,4.4,5.0,6.771,False,
csv/203-csv/308.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\308.csv,8,7,0.0,4,0,3.857,3.0,6.054,False,
csv/203-csv/486.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\486.csv,7,8,0.0,6,0,4.625,4.5,2.482,False,
csv/203-csv/305.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\305.csv,7,5,0.0,2,0,6.4,7.0,10.743,False,
csv/204-csv/936.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\936.csv,18,7,0.0,1,0,13.0,17.0,8.127,False,
csv/203-csv/499.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\499.csv,10,6,0.0,0,0,7.167,6.0,7.8,False,
csv/204-csv/922.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\922.csv,11,6,0.0,5,0,8.333,8.0,2.318,False,
csv/204-csv/169.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\169.csv,7,6,0.119048,3,0,4.0,4.0,7.052,False,
csv/204-csv/599.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\599.csv,11,5,0.127273,4,0,9.4,9.0,6.745,False,
csv/203-csv/749.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\749.csv,126,5,0.0,0,0,72.2,65.0,11.638,False,
csv/204-csv/861.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\861.csv,12,5,0.0,1,0,8.8,9.0,10.033,False,
csv/203-csv/665.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\665.csv,16,7,0.0,1,0,11.286,12.0,13.721,False,
csv/204-csv/194.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\194.csv,7,7,0.0,1,0,3.857,3.0,9.673,False,
csv/203-csv/489.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\489.csv,15,5,0.0,1,0,9.8,10.0,15.116,False,
csv/203-csv/352.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\352.csv,16,5,0.0,1,0,13.4,16.0,4.6,False,
csv/204-csv/228.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\228.csv,10,5,0.0,1,2,5.0,3.0,27.48,False,
csv/203-csv/429.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\429.csv,12,5,0.0,1,0,10.2,11.0,10.383,False,
csv/204-csv/258.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\258.csv,19,5,0.0,1,0,12.4,13.0,13.584,False,
csv/203-csv/299.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\299.csv,7,5,0.0,1,0,3.6,3.0,11.657,False,
csv/204-csv/687.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\687.csv,47,13,0.026187,1,8,16.308,8.0,12.016,False,
csv/203-csv/267.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\267.csv,8,4,0.0,1,0,8.0,8.0,9.562,False,
csv/202-csv/196.csv,WikiTableQuestions\WikiTableQuestions\csv\202-csv\196.csv,10,10,0.0,0,0,9.9,10.0,11.63,False,
csv/204-csv/270.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\270.csv,25,10,0.0,4,3,8.7,7.0,3.592,False,
csv/202-csv/204.csv,WikiTableQuestions\WikiTableQuestions\csv\202-csv\204.csv,13,4,0.0,0,2,8.0,8.0,12.218,False,
csv/203-csv/467.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\467.csv,12,6,0.0,4,0,11.5,12.0,3.528,False,
csv/203-csv/609.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\609.csv,24,5,0.0,1,0,17.2,19.0,57.346,False,
csv/203-csv/409.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\409.csv,448,6,0.0,1,1,247.333,260.5,11.903,False,
csv/204-csv/511.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\511.csv,17,6,0.009804,1,0,9.833,10.5,8.255,False,
csv/203-csv/252.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\252.csv,10,1,0.0,0,0,10.0,10.0,93.4,False,
csv/204-csv/240.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\240.csv,13,5,0.0,0,1,10.4,12.0,34.1,False,
csv/203-csv/730.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\730.csv,17,5,0.0,1,0,17.0,17.0,9.365,False,
csv/203-csv/42.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\42.csv,9,5,0.0,0,0,6.2,9.0,6.244,False,
csv/203-csv/343.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\343.csv,26,10,0.0,2,1,12.6,7.0,6.903,False,
csv/204-csv/106.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\106.csv,8,6,0.0,1,0,5.333,5.0,43.642,False,
csv/203-csv/512.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\512.csv,60,5,0.003333,1,0,49.0,57.0,13.336,False,
csv/204-csv/301.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\301.csv,8,4,0.0,0,0,4.75,4.5,17.625,False,
csv/203-csv/629.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\629.csv,17,5,0.082353,1,1,8.4,7.0,10.497,False,
csv/204-csv/38.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\38.csv,11,5,0.0,0,1,8.6,11.0,12.473,False,
csv/203-csv/784.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\784.csv,16,5,0.0,2,0,11.6,16.0,7.05,False,
csv/203-csv/810.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\810.csv,15,5,0.053333,1,0,13.2,14.0,15.954,False,
csv/204-csv/729.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\729.csv,20,5,0.0,1,0,10.6,8.0,17.294,False,
csv/204-csv/634.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\634.csv,13,8,0.0,1,0,10.625,13.0,11.567,False,
csv/204-csv/669.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\669.csv,147,4,0.011905,1,0,115.75,134.5,7.739,False,
csv/203-csv/187.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\187.csv,9,8,0.375,2,4,3.5,3.0,4.347,False,
csv/204-csv/70.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\70.csv,27,5,0.0,1,0,22.2,24.0,11.029,False,
csv/203-csv/741.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\741.csv,7,7,0.0,0,0,4.857,6.0,7.163,False,
csv/204-csv/775.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\775.csv,12,6,0.0,5,0,8.667,8.0,2.389,False,
csv/204-csv/791.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\791.csv,8,5,0.0,0,0,6.8,7.0,16.525,False,
csv/203-csv/674.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\674.csv,30,7,0.0,2,2,16.571,22.0,21.912,False,
csv/204-csv/470.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\470.csv,44,7,0.0,0,0,21.0,23.0,7.282,False,
csv/202-csv/160.csv,WikiTableQuestions\WikiTableQuestions\csv\202-csv\160.csv,21,6,0.0,1,2,7.667,5.0,9.464,False,
csv/203-csv/723.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\723.csv,8,8,0.265625,3,2,4.5,3.5,5.578,False,
csv/202-csv/44.csv,WikiTableQuestions\WikiTableQuestions\csv\202-csv\44.csv,7,6,0.0,0,0,7.0,7.0,10.429,False,
csv/204-csv/914.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\914.csv,13,8,0.0,6,0,10.375,11.0,4.587,False,
csv/204-csv/4.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\4.csv,15,6,0.0,0,0,10.333,11.0,14.128,False,
csv/204-csv/614.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\614.csv,10,6,0.0,1,0,8.0,8.5,13.529,False,
csv/204-csv/257.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\257.csv,7,8,0.0,0,0,7.0,7.0,10.768,False,
csv/204-csv/108.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\108.csv,50,6,0.0,0,0,30.667,34.0,11.339,False,
csv/203-csv/168.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\168.csv,49,1,0.0,0,0,49.0,49.0,113.51,False,
csv/204-csv/631.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\631.csv,15,5,0.0,1,0,11.6,15.0,10.173,False,
csv/203-csv/163.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\163.csv,10,7,0.0,1,0,9.286,10.0,11.471,False,
csv/202-csv/205.csv,WikiTableQuestions\WikiTableQuestions\csv\202-csv\205.csv,6,4,0.0,1,0,4.75,4.5,10.979,False,
csv/202-csv/211.csv,WikiTableQuestions\WikiTableQuestions\csv\202-csv\211.csv,17,5,0.0,1,0,14.2,14.0,29.694,False,
csv/203-csv/349.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\349.csv,12,8,0.0,3,0,10.25,12.0,8.952,False,
csv/204-csv/160.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\160.csv,8,5,0.0,1,1,5.4,5.0,6.85,False,
csv/203-csv/848.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\848.csv,7,8,0.0,2,0,4.375,4.0,11.0,False,
csv/203-csv/372.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\372.csv,8,5,0.0,2,1,5.8,7.0,14.938,False,
csv/204-csv/242.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\242.csv,8,5,0.025,0,0,6.2,7.0,13.273,False,
csv/204-csv/862.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\862.csv,41,8,0.0,3,0,33.5,38.5,7.583,False,
csv/204-csv/214.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\214.csv,43,8,0.0,5,1,28.625,34.0,5.275,False,
csv/204-csv/477.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\477.csv,29,8,0.0,4,1,22.875,26.0,5.908,False,
csv/204-csv/394.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\394.csv,6,5,0.266667,1,2,3.6,3.0,5.2,False,
csv/203-csv/250.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\250.csv,26,6,0.0,1,0,24.5,26.0,9.019,False,
csv/204-csv/243.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\243.csv,8,5,0.0,1,0,5.6,7.0,10.925,False,
csv/204-csv/284.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\284.csv,16,7,0.0,2,2,11.0,11.0,6.672,False,
csv/204-csv/563.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\563.csv,55,7,0.142857,0,2,22.143,10.0,11.177,False,
csv/204-csv/822.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\822.csv,10,6,0.0,5,0,9.333,9.5,2.983,False,
csv/203-csv/620.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\620.csv,24,5,0.0,1,1,18.0,21.0,7.475,False,
